"StichtagDatJahr","DatenstandCd","StatZoneSort","StatZoneCd","StatZoneLang","QuarSort","QuarCd","QuarLang","KreisSort","KreisCd","KreisLang","EigentuemerSSZPubl1Sort","EigentuemerSSZPubl1Cd","EigentuemerSSZPubl1Lang","AnzNeubauWhg_noDM","AnzAbbruchWhg_noDM"
2018,"D",160,"08203","Wildbachstrasse",82,"082","Mühlebach",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",23,
2018,"D",163,"08301","Neumünster",83,"083","Weinegg",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",0,
2018,"D",165,"08303","Burghölzli",83,"083","Weinegg",8,"8","Kreis 8",1,"1","Öffentliche Hand",,2
2018,"D",165,"08303","Burghölzli",83,"083","Weinegg",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",,6
2018,"D",166,"08304","Rehalp",83,"083","Weinegg",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",,10
2018,"D",166,"08304","Rehalp",83,"083","Weinegg",8,"8","Kreis 8",4,"4","Natürliche Personen",,3
2018,"D",166,"08304","Rehalp",83,"083","Weinegg",8,"8","Kreis 8",5,"5","Im Stockwerkeigentum",15,
2018,"D",169,"09101","Brünneliacker",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",6,
2018,"D",169,"09101","Brünneliacker",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",0,
2018,"D",170,"09102","In den Rütenen",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",,1
2018,"D",171,"09103","Bockhornstrasse",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",1,
2018,"D",172,"09104","Zollfreilager",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",,69
2018,"D",172,"09104","Zollfreilager",91,"091","Albisrieden",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",30,
2018,"D",173,"09105","In der Ey",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",47,
2018,"D",173,"09105","In der Ey",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",,12
2018,"D",174,"09106","Mühlezelgstrasse",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",3,
2018,"D",175,"09107","Letzigraben",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",,3
2018,"D",175,"09107","Letzigraben",91,"091","Albisrieden",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",8,
2018,"D",177,"09109","Espenhof",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",9,
2018,"D",179,"09201","Dunkelhölzli",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",,
2018,"D",179,"09201","Dunkelhölzli",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",21,
2018,"D",180,"09202","Loogarten",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",28,
2018,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",,27
2018,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,2
2018,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",,1
2018,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2018,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,2
2018,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",22,
2018,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",12,
2018,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",21,
2018,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",10,
2018,"D",185,"09207","Werdhölzli",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2018,"D",186,"09208","Hardhof",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",33,
2018,"D",187,"09209","Altstetterplatz",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",,21
2018,"D",187,"09209","Altstetterplatz",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",277,
2018,"D",189,"09211","Zwyssig",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",28,2
2018,"D",192,"09214","Letzigrund",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",,114
2018,"D",193,"09215","Juchhof",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2018,"D",193,"09215","Juchhof",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",299,0
2018,"D",198,"10102","Hönggerberg",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",19,3
2018,"D",199,"10103","Imbisbühlstrasse",101,"101","Höngg",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",11,
2018,"D",200,"10104","Werdinsel",101,"101","Höngg",10,"10","Kreis 10",1,"1","Öffentliche Hand",0,
2018,"D",202,"10106","Bauherrenstrasse",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",6,
2018,"D",203,"10107","Grossmannstrasse",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",2,
2018,"D",204,"10108","Waidbad",101,"101","Höngg",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",29,
2018,"D",204,"10108","Waidbad",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",4,
2018,"D",205,"10109","Rütihof",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",4,
2018,"D",206,"10110","Gsteigstrasse",101,"101","Höngg",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",,2
2018,"D",206,"10110","Gsteigstrasse",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",4,1
2018,"D",208,"10201","Waidspital",102,"102","Wipkingen",10,"10","Kreis 10",1,"1","Öffentliche Hand",0,
2018,"D",209,"10202","Im Sydefädeli",102,"102","Wipkingen",10,"10","Kreis 10",4,"4","Natürliche Personen",1,
2018,"D",210,"10203","Zschokkestrasse",102,"102","Wipkingen",10,"10","Kreis 10",1,"1","Öffentliche Hand",0,
2018,"D",210,"10203","Zschokkestrasse",102,"102","Wipkingen",10,"10","Kreis 10",4,"4","Natürliche Personen",,
2018,"D",211,"10204","Rosengartenstrasse",102,"102","Wipkingen",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",,4
2018,"D",217,"11101","Mühlacker",111,"111","Affoltern",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",86,
2018,"D",218,"11102","Holzerhurd",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,
2018,"D",218,"11102","Holzerhurd",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",,1
2018,"D",218,"11102","Holzerhurd",111,"111","Affoltern",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",7,
2018,"D",219,"11103","Zehntenhausplatz",111,"111","Affoltern",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",23,
2018,"D",220,"11104","Lerchenberg",111,"111","Affoltern",11,"11","Kreis 11",2,"2","Wohnbaugenossenschaften",45,
2018,"D",220,"11104","Lerchenberg",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",16,
2018,"D",221,"11105","Schützenmatt",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",9,
2018,"D",222,"11106","Hürst",111,"111","Affoltern",11,"11","Kreis 11",1,"1","Öffentliche Hand",0,
2018,"D",222,"11106","Hürst",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",94,
2018,"D",222,"11106","Hürst",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",28,
2018,"D",225,"11501","Neu-Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,1
2018,"D",225,"11501","Neu-Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",4,"4","Natürliche Personen",37,
2018,"D",226,"11502","Holunderhof",115,"115","Oerlikon",11,"11","Kreis 11",1,"1","Öffentliche Hand",0,
2018,"D",226,"11502","Holunderhof",115,"115","Oerlikon",11,"11","Kreis 11",2,"2","Wohnbaugenossenschaften",96,
2018,"D",226,"11502","Holunderhof",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",24,
2018,"D",227,"11503","Albin Zollinger-Platz",115,"115","Oerlikon",11,"11","Kreis 11",1,"1","Öffentliche Hand",0,
2018,"D",228,"11504","Marktplatz Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,
2018,"D",229,"11505","Tramdepot",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",19,
2018,"D",231,"11507","Magdalenenstrasse",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",12,
2018,"D",233,"11509","Gorwiden",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",35,
2018,"D",237,"11902","Schwandenholz",119,"119","Seebach",11,"11","Kreis 11",1,"1","Öffentliche Hand",0,
2018,"D",237,"11902","Schwandenholz",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",11,
2018,"D",238,"11903","Felsenrain",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,1
2018,"D",239,"11904","Höhenring",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,2
2018,"D",239,"11904","Höhenring",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",1,4
2018,"D",240,"11905","Ausserdorfstrasse",119,"119","Seebach",11,"11","Kreis 11",1,"1","Öffentliche Hand",,1
2018,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",1,"1","Öffentliche Hand",0,
2018,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",0,
2018,"D",248,"12102","Dreispitz",121,"121","Saatlen",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",,1
2018,"D",248,"12102","Dreispitz",121,"121","Saatlen",12,"12","Kreis 12",4,"4","Natürliche Personen",,45
2018,"D",249,"12103","Auzelg",121,"121","Saatlen",12,"12","Kreis 12",1,"1","Öffentliche Hand",24,
2018,"D",251,"12201","Tulpenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",,83
2018,"D",252,"12202","Bocklerstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",13,
2018,"D",253,"12203","Auhof",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",4,"4","Natürliche Personen",,1
2018,"D",254,"12204","Schürgistrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",36,
2018,"D",254,"12204","Schürgistrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",4,"4","Natürliche Personen",21,
2018,"D",255,"12205","Roswiesenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",64,
2018,"D",258,"12302","Hirzenbachstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",36,
2018,"D",259,"12303","Mattenhof",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","Öffentliche Hand",73,
2018,"D",259,"12303","Mattenhof",123,"123","Hirzenbach",12,"12","Kreis 12",5,"5","Im Stockwerkeigentum",6,
2018,"D",260,"12304","Probsteistrasse",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","Öffentliche Hand",0,
2018,"D",260,"12304","Probsteistrasse",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",0,
2019,"D",22,"02102","Bellariastrasse",21,"021","Wollishofen",2,"2","Kreis 2",4,"4","Natürliche Personen",10,
2019,"D",23,"02103","Muggenbühl",21,"021","Wollishofen",2,"2","Kreis 2",5,"5","Im Stockwerkeigentum",9,
2019,"D",25,"02105","Manegg",21,"021","Wollishofen",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",,
2019,"D",29,"02109","Entlisberg",21,"021","Wollishofen",2,"2","Kreis 2",4,"4","Natürliche Personen",13,
2019,"D",30,"02110","Verenastrasse",21,"021","Wollishofen",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",,6
2019,"D",34,"02301","Höckler",23,"023","Leimbach",2,"2","Kreis 2",1,"1","Öffentliche Hand",,
2019,"D",35,"02302","Marbachweg",23,"023","Leimbach",2,"2","Kreis 2",4,"4","Natürliche Personen",3,
2019,"D",36,"02303","Sihlweidstrasse",23,"023","Leimbach",2,"2","Kreis 2",1,"1","Öffentliche Hand",0,
2019,"D",38,"02401","Parkring",24,"024","Enge",2,"2","Kreis 2",1,"1","Öffentliche Hand",0,
2019,"D",40,"02403","Belvoir-Park",24,"024","Enge",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",,
2019,"D",42,"02405","Rieterplatz",24,"024","Enge",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",34,
2019,"D",51,"03105","Binz",31,"031","Alt-Wiedikon",3,"3","Kreis 3",3,"3","Übrige private Gesellschaften",,1
2019,"D",55,"03302","Gehrenholz",33,"033","Friesenberg",3,"3","Kreis 3",1,"1","Öffentliche Hand",,
2019,"D",55,"03302","Gehrenholz",33,"033","Friesenberg",3,"3","Kreis 3",2,"2","Wohnbaugenossenschaften",33,
2019,"D",61,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","Übrige private Gesellschaften",,14
2019,"D",62,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","Übrige private Gesellschaften",,28
2019,"D",63,"03403","Brahmsstrasse",34,"034","Sihlfeld",3,"3","Kreis 3",1,"1","Öffentliche Hand",36,
2019,"D",63,"03403","Brahmsstrasse",34,"034","Sihlfeld",3,"3","Kreis 3",2,"2","Wohnbaugenossenschaften",91,
2019,"D",64,"03404","Fritschistrasse",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","Natürliche Personen",2,
2019,"D",65,"03405","Idaplatz",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","Natürliche Personen",,4
2019,"D",65,"03405","Idaplatz",34,"034","Sihlfeld",3,"3","Kreis 3",5,"5","Im Stockwerkeigentum",8,
2019,"D",67,"03407","Bahnhof Wiedikon",34,"034","Sihlfeld",3,"3","Kreis 3",2,"2","Wohnbaugenossenschaften",56,
2019,"D",71,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4",3,"3","Übrige private Gesellschaften",2,
2019,"D",79,"04205","Volkshaus",42,"042","Langstrasse",4,"4","Kreis 4",1,"1","Öffentliche Hand",,
2019,"D",80,"04206","Kaserne",42,"042","Langstrasse",4,"4","Kreis 4",3,"3","Übrige private Gesellschaften",307,
2019,"D",82,"04401","Schlachthof",44,"044","Hard",4,"4","Kreis 4",3,"3","Übrige private Gesellschaften",0,
2019,"D",84,"04403","Bullingerhof",44,"044","Hard",4,"4","Kreis 4",3,"3","Übrige private Gesellschaften",,0
2019,"D",90,"05102","Quellenstrasse",51,"051","Gewerbeschule",5,"5","Kreis 5",4,"4","Natürliche Personen",5,
2019,"D",93,"05105","Ackerstrasse",51,"051","Gewerbeschule",5,"5","Kreis 5",3,"3","Übrige private Gesellschaften",27,
2019,"D",94,"05106","Konradstrasse",51,"051","Gewerbeschule",5,"5","Kreis 5",3,"3","Übrige private Gesellschaften",,5
2019,"D",94,"05106","Konradstrasse",51,"051","Gewerbeschule",5,"5","Kreis 5",5,"5","Im Stockwerkeigentum",13,
2019,"D",96,"05201","Hardturm",52,"052","Escher Wyss",5,"5","Kreis 5",1,"1","Öffentliche Hand",0,
2019,"D",97,"05202","Technopark",52,"052","Escher Wyss",5,"5","Kreis 5",1,"1","Öffentliche Hand",0,
2019,"D",97,"05202","Technopark",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","Übrige private Gesellschaften",0,
2019,"D",98,"05203","Neue Hard",52,"052","Escher Wyss",5,"5","Kreis 5",1,"1","Öffentliche Hand",0,
2019,"D",104,"06103","Allenmoos",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",29,
2019,"D",105,"06104","Radio-Studio",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",27,
2019,"D",106,"06105","Steinkluppe",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","Wohnbaugenossenschaften",,27
2019,"D",106,"06105","Steinkluppe",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",,49
2019,"D",106,"06105","Steinkluppe",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",,1
2019,"D",108,"06107","Guggach",61,"061","Unterstrass",6,"6","Kreis 6",1,"1","Öffentliche Hand",0,
2019,"D",109,"06108","Scheuchzerstrasse",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","Wohnbaugenossenschaften",,32
2019,"D",109,"06108","Scheuchzerstrasse",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",16,
2019,"D",109,"06108","Scheuchzerstrasse",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",,
2019,"D",114,"06113","Beckenhof",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",,0
2019,"D",121,"06306","Rigiviertel",63,"063","Oberstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",1,
2019,"D",125,"07101","Susenberg",71,"071","Fluntern",7,"7","Kreis 7",4,"4","Natürliche Personen",4,1
2019,"D",125,"07101","Susenberg",71,"071","Fluntern",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",10,
2019,"D",127,"07103","Toblerstrasse",71,"071","Fluntern",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",,7
2019,"D",128,"07104","Hochstrasse",71,"071","Fluntern",7,"7","Kreis 7",1,"1","Öffentliche Hand",0,
2019,"D",128,"07104","Hochstrasse",71,"071","Fluntern",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",1,
2019,"D",129,"07105","Platte",71,"071","Fluntern",7,"7","Kreis 7",1,"1","Öffentliche Hand",0,
2019,"D",129,"07105","Platte",71,"071","Fluntern",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",,3
2019,"D",130,"07106","Zoo",71,"071","Fluntern",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",0,
2019,"D",133,"07202","Sonnenberg",72,"072","Hottingen",7,"7","Kreis 7",4,"4","Natürliche Personen",4,
2019,"D",135,"07204","Kantonsschule",72,"072","Hottingen",7,"7","Kreis 7",4,"4","Natürliche Personen",8,
2019,"D",135,"07204","Kantonsschule",72,"072","Hottingen",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",0,
2019,"D",140,"07301","Degenried",73,"073","Hirslanden",7,"7","Kreis 7",4,"4","Natürliche Personen",5,
2019,"D",140,"07301","Degenried",73,"073","Hirslanden",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",19,
2019,"D",141,"07302","Klus",73,"073","Hirslanden",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",4,11
2019,"D",145,"07402","Carl Spitteler-Strasse",74,"074","Witikon",7,"7","Kreis 7",1,"1","Öffentliche Hand",0,
2019,"D",145,"07402","Carl Spitteler-Strasse",74,"074","Witikon",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",0,
2019,"D",145,"07402","Carl Spitteler-Strasse",74,"074","Witikon",7,"7","Kreis 7",4,"4","Natürliche Personen",,2
2019,"D",146,"07403","Eierbrecht",74,"074","Witikon",7,"7","Kreis 7",4,"4","Natürliche Personen",5,1
2019,"D",146,"07403","Eierbrecht",74,"074","Witikon",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",6,
2019,"D",149,"07406","Kienastenwies",74,"074","Witikon",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",22,
2019,"D",150,"07407","Wiesliacher",74,"074","Witikon",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",,
2019,"D",154,"08102","Bellerive",81,"081","Seefeld",8,"8","Kreis 8",1,"1","Öffentliche Hand",0,
2019,"D",154,"08102","Bellerive",81,"081","Seefeld",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",,0
2019,"D",156,"08104","See Ost",81,"081","Seefeld",8,"8","Kreis 8",1,"1","Öffentliche Hand",,
2019,"D",158,"08201","Kreuzstrasse",82,"082","Mühlebach",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",0,
2019,"D",159,"08202","Gemeinschaftszentrum",82,"082","Mühlebach",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",12,
2019,"D",165,"08303","Burghölzli",83,"083","Weinegg",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",11,
2019,"D",165,"08303","Burghölzli",83,"083","Weinegg",8,"8","Kreis 8",4,"4","Natürliche Personen",5,
2019,"D",166,"08304","Rehalp",83,"083","Weinegg",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",55,8
2019,"D",166,"08304","Rehalp",83,"083","Weinegg",8,"8","Kreis 8",4,"4","Natürliche Personen",8,
2019,"D",170,"09102","In den Rütenen",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,13
2019,"D",170,"09102","In den Rütenen",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",3,
2019,"D",171,"09103","Bockhornstrasse",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",1,4
2019,"D",172,"09104","Zollfreilager",91,"091","Albisrieden",9,"9","Kreis 9",1,"1","Öffentliche Hand",,1
2019,"D",172,"09104","Zollfreilager",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",81,
2019,"D",173,"09105","In der Ey",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",7,
2019,"D",174,"09106","Mühlezelgstrasse",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",0,3
2019,"D",174,"09106","Mühlezelgstrasse",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",14,2
2019,"D",175,"09107","Letzigraben",91,"091","Albisrieden",9,"9","Kreis 9",1,"1","Öffentliche Hand",,
2019,"D",176,"09108","Sackzelg",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",20,
2019,"D",179,"09201","Dunkelhölzli",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",,1
2019,"D",180,"09202","Loogarten",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",174,
2019,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,29
2019,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",3,1
2019,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",1,
2019,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2019,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",,5
2019,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",3,
2019,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",0,2
2019,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",4,
2019,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,1
2019,"D",184,"09206","Bachmatt",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,
2019,"D",186,"09208","Hardhof",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",18,
2019,"D",187,"09209","Altstetterplatz",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",,
2019,"D",187,"09209","Altstetterplatz",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",30,
2019,"D",189,"09211","Zwyssig",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",3,1
2019,"D",190,"09212","Grimsel",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2019,"D",192,"09214","Letzigrund",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",33,
2019,"D",192,"09214","Letzigrund",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",,
2019,"D",192,"09214","Letzigrund",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,
2019,"D",193,"09215","Juchhof",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,1
2019,"D",197,"10101","Riedhof",101,"101","Höngg",10,"10","Kreis 10",1,"1","Öffentliche Hand",0,
2019,"D",197,"10101","Riedhof",101,"101","Höngg",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",,1
2019,"D",197,"10101","Riedhof",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",5,
2019,"D",198,"10102","Hönggerberg",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",13,1
2019,"D",200,"10104","Werdinsel",101,"101","Höngg",10,"10","Kreis 10",2,"2","Wohnbaugenossenschaften",0,
2019,"D",200,"10104","Werdinsel",101,"101","Höngg",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",,1
2019,"D",200,"10104","Werdinsel",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",,6
2019,"D",202,"10106","Bauherrenstrasse",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",,2
2019,"D",203,"10107","Grossmannstrasse",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",,5
2019,"D",204,"10108","Waidbad",101,"101","Höngg",10,"10","Kreis 10",1,"1","Öffentliche Hand",,
2019,"D",206,"10110","Gsteigstrasse",101,"101","Höngg",10,"10","Kreis 10",1,"1","Öffentliche Hand",,
2019,"D",206,"10110","Gsteigstrasse",101,"101","Höngg",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",,3
2019,"D",209,"10202","Im Sydefädeli",102,"102","Wipkingen",10,"10","Kreis 10",1,"1","Öffentliche Hand",0,
2019,"D",211,"10204","Rosengartenstrasse",102,"102","Wipkingen",10,"10","Kreis 10",4,"4","Natürliche Personen",,1
2019,"D",214,"10207","Letten",102,"102","Wipkingen",10,"10","Kreis 10",1,"1","Öffentliche Hand",0,
2019,"D",218,"11102","Holzerhurd",111,"111","Affoltern",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",17,
