"StichtagDatJahr","DatenstandCd","StatZoneSort","StatZoneCd","StatZoneLang","QuarSort","QuarCd","QuarLang","KreisSort","KreisCd","KreisLang","EigentuemerSSZPubl1Sort","EigentuemerSSZPubl1Cd","EigentuemerSSZPubl1Lang","AnzNeubauWhg_noDM","AnzAbbruchWhg_noDM"
2011,"D",170,"09102","In den Rütenen",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,1
2011,"D",174,"09106","Mühlezelgstrasse",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,1
2011,"D",175,"09107","Letzigraben",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",14,
2011,"D",176,"09108","Sackzelg",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",,56
2011,"D",176,"09108","Sackzelg",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",,3
2011,"D",177,"09109","Espenhof",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,9
2011,"D",179,"09201","Dunkelhölzli",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",12,
2011,"D",180,"09202","Loogarten",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",54,
2011,"D",180,"09202","Loogarten",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,1
2011,"D",180,"09202","Loogarten",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",,4
2011,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,1
2011,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",,3
2011,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",9,
2011,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",,2
2011,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",52,
2011,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",10,
2011,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",111,
2011,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",38,
2011,"D",185,"09207","Werdhölzli",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2011,"D",186,"09208","Hardhof",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",,
2011,"D",187,"09209","Altstetterplatz",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",0,
2011,"D",187,"09209","Altstetterplatz",92,"092","Altstetten",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",14,
2011,"D",189,"09211","Zwyssig",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",2,
2011,"D",191,"09213","Edelweiss",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",46,
2011,"D",191,"09213","Edelweiss",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",,3
2011,"D",193,"09215","Juchhof",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",0,
2011,"D",194,"09216","Grünaustrasse",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",25,
2011,"D",197,"10101","Riedhof",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",4,
2011,"D",197,"10101","Riedhof",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",7,
2011,"D",198,"10102","Hönggerberg",101,"101","Höngg",10,"10","Kreis 10",2,"2","Wohnbaugenossenschaften",14,
2011,"D",199,"10103","Imbisbühlstrasse",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",5,
2011,"D",200,"10104","Werdinsel",101,"101","Höngg",10,"10","Kreis 10",2,"2","Wohnbaugenossenschaften",0,
2011,"D",200,"10104","Werdinsel",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",5,
2011,"D",202,"10106","Bauherrenstrasse",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",8,
2011,"D",203,"10107","Grossmannstrasse",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",12,
2011,"D",204,"10108","Waidbad",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",4,
2011,"D",204,"10108","Waidbad",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",3,
2011,"D",206,"10110","Gsteigstrasse",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",4,2
2011,"D",206,"10110","Gsteigstrasse",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",6,
2011,"D",209,"10202","Im Sydefädeli",102,"102","Wipkingen",10,"10","Kreis 10",1,"1","Öffentliche Hand",,
2011,"D",211,"10204","Rosengartenstrasse",102,"102","Wipkingen",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",,20
2011,"D",213,"10206","Schubertstrasse",102,"102","Wipkingen",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",20,
2011,"D",213,"10206","Schubertstrasse",102,"102","Wipkingen",10,"10","Kreis 10",4,"4","Natürliche Personen",0,
2011,"D",217,"11101","Mühlacker",111,"111","Affoltern",11,"11","Kreis 11",1,"1","Öffentliche Hand",0,
2011,"D",217,"11101","Mühlacker",111,"111","Affoltern",11,"11","Kreis 11",2,"2","Wohnbaugenossenschaften",339,
2011,"D",217,"11101","Mühlacker",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",20,
2011,"D",217,"11101","Mühlacker",111,"111","Affoltern",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",40,
2011,"D",218,"11102","Holzerhurd",111,"111","Affoltern",11,"11","Kreis 11",2,"2","Wohnbaugenossenschaften",,37
2011,"D",218,"11102","Holzerhurd",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",9,
2011,"D",219,"11103","Zehntenhausplatz",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",120,
2011,"D",219,"11103","Zehntenhausplatz",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",,12
2011,"D",220,"11104","Lerchenberg",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",28,
2011,"D",221,"11105","Schützenmatt",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",3,
2011,"D",222,"11106","Hürst",111,"111","Affoltern",11,"11","Kreis 11",2,"2","Wohnbaugenossenschaften",98,
2011,"D",222,"11106","Hürst",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",,
2011,"D",223,"11107","Reckenholz",111,"111","Affoltern",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",5,
2011,"D",225,"11501","Neu-Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",1,"1","Öffentliche Hand",,
2011,"D",225,"11501","Neu-Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",12,
2011,"D",226,"11502","Holunderhof",115,"115","Oerlikon",11,"11","Kreis 11",2,"2","Wohnbaugenossenschaften",61,
2011,"D",226,"11502","Holunderhof",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,6
2011,"D",226,"11502","Holunderhof",115,"115","Oerlikon",11,"11","Kreis 11",4,"4","Natürliche Personen",,4
2011,"D",227,"11503","Albin Zollinger-Platz",115,"115","Oerlikon",11,"11","Kreis 11",4,"4","Natürliche Personen",15,2
2011,"D",227,"11503","Albin Zollinger-Platz",115,"115","Oerlikon",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",14,
2011,"D",228,"11504","Marktplatz Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",7,
2011,"D",229,"11505","Tramdepot",115,"115","Oerlikon",11,"11","Kreis 11",1,"1","Öffentliche Hand",,0
2011,"D",229,"11505","Tramdepot",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",0,6
2011,"D",231,"11507","Magdalenenstrasse",115,"115","Oerlikon",11,"11","Kreis 11",4,"4","Natürliche Personen",6,1
2011,"D",233,"11509","Gorwiden",115,"115","Oerlikon",11,"11","Kreis 11",4,"4","Natürliche Personen",4,2
2011,"D",236,"11901","Köschenrüti",119,"119","Seebach",11,"11","Kreis 11",2,"2","Wohnbaugenossenschaften",8,
2011,"D",236,"11901","Köschenrüti",119,"119","Seebach",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",24,18
2011,"D",237,"11902","Schwandenholz",119,"119","Seebach",11,"11","Kreis 11",2,"2","Wohnbaugenossenschaften",52,36
2011,"D",237,"11902","Schwandenholz",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",0,
2011,"D",239,"11904","Höhenring",119,"119","Seebach",11,"11","Kreis 11",2,"2","Wohnbaugenossenschaften",,34
2011,"D",239,"11904","Höhenring",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,
2011,"D",240,"11905","Ausserdorfstrasse",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,1
2011,"D",240,"11905","Ausserdorfstrasse",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",0,1
2011,"D",241,"11906","Eichrain",119,"119","Seebach",11,"11","Kreis 11",1,"1","Öffentliche Hand",,
2011,"D",241,"11906","Eichrain",119,"119","Seebach",11,"11","Kreis 11",2,"2","Wohnbaugenossenschaften",,60
2011,"D",241,"11906","Eichrain",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",11,
2011,"D",241,"11906","Eichrain",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",,2
2011,"D",242,"11907","Ettenfeld",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,
2011,"D",242,"11907","Ettenfeld",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",0,
2011,"D",243,"11908","Grünhaldenstrasse",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",,7
2011,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",1,"1","Öffentliche Hand",,
2011,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",95,0
2011,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",,
2011,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",3,
2011,"D",248,"12102","Dreispitz",121,"121","Saatlen",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",,37
2011,"D",252,"12202","Bocklerstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","Öffentliche Hand",,
2011,"D",252,"12202","Bocklerstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",,
2011,"D",255,"12205","Roswiesenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",,35
2011,"D",255,"12205","Roswiesenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",,1
2011,"D",258,"12302","Hirzenbachstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","Öffentliche Hand",,
2011,"D",258,"12302","Hirzenbachstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",,53
2011,"D",259,"12303","Mattenhof",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","Öffentliche Hand",,
2011,"D",259,"12303","Mattenhof",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",,17
2012,"D",8,"01203","Bellevue",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","Öffentliche Hand",0,
2012,"D",18,"01404","Paradeplatz",14,"014","City",1,"1","Kreis 1",4,"4","Natürliche Personen",0,
2012,"D",22,"02102","Bellariastrasse",21,"021","Wollishofen",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",18,
2012,"D",23,"02103","Muggenbühl",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","Öffentliche Hand",0,
2012,"D",23,"02103","Muggenbühl",21,"021","Wollishofen",2,"2","Kreis 2",5,"5","Im Stockwerkeigentum",10,
2012,"D",24,"02104","Morgental",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Wohnbaugenossenschaften",0,
2012,"D",29,"02109","Entlisberg",21,"021","Wollishofen",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",,25
2012,"D",29,"02109","Entlisberg",21,"021","Wollishofen",2,"2","Kreis 2",4,"4","Natürliche Personen",0,
2012,"D",30,"02110","Verenastrasse",21,"021","Wollishofen",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",,1
2012,"D",30,"02110","Verenastrasse",21,"021","Wollishofen",2,"2","Kreis 2",5,"5","Im Stockwerkeigentum",,3
2012,"D",31,"02111","Seeblickstrasse",21,"021","Wollishofen",2,"2","Kreis 2",4,"4","Natürliche Personen",,1
2012,"D",31,"02111","Seeblickstrasse",21,"021","Wollishofen",2,"2","Kreis 2",5,"5","Im Stockwerkeigentum",10,
2012,"D",34,"02301","Höckler",23,"023","Leimbach",2,"2","Kreis 2",2,"2","Wohnbaugenossenschaften",,6
2012,"D",36,"02303","Sihlweidstrasse",23,"023","Leimbach",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",,1
2012,"D",38,"02401","Parkring",24,"024","Enge",2,"2","Kreis 2",1,"1","Öffentliche Hand",0,
2012,"D",38,"02401","Parkring",24,"024","Enge",2,"2","Kreis 2",4,"4","Natürliche Personen",1,
2012,"D",40,"02403","Belvoir-Park",24,"024","Enge",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",,25
2012,"D",41,"02404","Museum Rietberg",24,"024","Enge",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",22,29
2012,"D",41,"02404","Museum Rietberg",24,"024","Enge",2,"2","Kreis 2",4,"4","Natürliche Personen",5,
2012,"D",42,"02405","Rieterplatz",24,"024","Enge",2,"2","Kreis 2",4,"4","Natürliche Personen",12,
2012,"D",47,"03101","Höfliweg",31,"031","Alt-Wiedikon",3,"3","Kreis 3",5,"5","Im Stockwerkeigentum",16,
2012,"D",50,"03104","Manesseplatz",31,"031","Alt-Wiedikon",3,"3","Kreis 3",4,"4","Natürliche Personen",,12
2012,"D",51,"03105","Binz",31,"031","Alt-Wiedikon",3,"3","Kreis 3",3,"3","Übrige private Gesellschaften",,
2012,"D",52,"03106","Saalsporthalle",31,"031","Alt-Wiedikon",3,"3","Kreis 3",3,"3","Übrige private Gesellschaften",0,
2012,"D",52,"03106","Saalsporthalle",31,"031","Alt-Wiedikon",3,"3","Kreis 3",5,"5","Im Stockwerkeigentum",13,
2012,"D",56,"03303","Uetliberg",33,"033","Friesenberg",3,"3","Kreis 3",2,"2","Wohnbaugenossenschaften",117,18
2012,"D",56,"03303","Uetliberg",33,"033","Friesenberg",3,"3","Kreis 3",4,"4","Natürliche Personen",,1
2012,"D",59,"03306","Triemli",33,"033","Friesenberg",3,"3","Kreis 3",1,"1","Öffentliche Hand",0,
2012,"D",61,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3",2,"2","Wohnbaugenossenschaften",83,92
2012,"D",62,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3",2,"2","Wohnbaugenossenschaften",43,
2012,"D",68,"03408","Sihlhölzli",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","Übrige private Gesellschaften",16,
2012,"D",71,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4",1,"1","Öffentliche Hand",,
2012,"D",71,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4",4,"4","Natürliche Personen",,5
2012,"D",76,"04202","Bäckeranlage",42,"042","Langstrasse",4,"4","Kreis 4",1,"1","Öffentliche Hand",31,
2012,"D",76,"04202","Bäckeranlage",42,"042","Langstrasse",4,"4","Kreis 4",2,"2","Wohnbaugenossenschaften",,56
2012,"D",80,"04206","Kaserne",42,"042","Langstrasse",4,"4","Kreis 4",1,"1","Öffentliche Hand",,
2012,"D",80,"04206","Kaserne",42,"042","Langstrasse",4,"4","Kreis 4",3,"3","Übrige private Gesellschaften",0,
2012,"D",82,"04401","Schlachthof",44,"044","Hard",4,"4","Kreis 4",3,"3","Übrige private Gesellschaften",,
2012,"D",83,"04402","Hardau",44,"044","Hard",4,"4","Kreis 4",3,"3","Übrige private Gesellschaften",119,
2012,"D",96,"05201","Hardturm",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","Übrige private Gesellschaften",117,
2012,"D",97,"05202","Technopark",52,"052","Escher Wyss",5,"5","Kreis 5",1,"1","Öffentliche Hand",,
2012,"D",97,"05202","Technopark",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","Übrige private Gesellschaften",186,
2012,"D",98,"05203","Neue Hard",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","Übrige private Gesellschaften",,
2012,"D",98,"05203","Neue Hard",52,"052","Escher Wyss",5,"5","Kreis 5",4,"4","Natürliche Personen",0,
2012,"D",102,"06101","Nordheim",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",,0
2012,"D",103,"06102","Kiefernweg",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","Wohnbaugenossenschaften",100,
2012,"D",104,"06103","Allenmoos",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",,30
2012,"D",105,"06104","Radio-Studio",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",,2
2012,"D",109,"06108","Scheuchzerstrasse",61,"061","Unterstrass",6,"6","Kreis 6",1,"1","Öffentliche Hand",0,
2012,"D",111,"06110","Weinbergstrasse",61,"061","Unterstrass",6,"6","Kreis 6",1,"1","Öffentliche Hand",0,
2012,"D",111,"06110","Weinbergstrasse",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",,1
2012,"D",111,"06110","Weinbergstrasse",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",,0
2012,"D",112,"06111","Krone",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",,5
2012,"D",114,"06113","Beckenhof",61,"061","Unterstrass",6,"6","Kreis 6",1,"1","Öffentliche Hand",,3
2012,"D",116,"06301","Strickhof",63,"063","Oberstrass",6,"6","Kreis 6",1,"1","Öffentliche Hand",0,
2012,"D",116,"06301","Strickhof",63,"063","Oberstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",,3
2012,"D",121,"06306","Rigiviertel",63,"063","Oberstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",16,
2012,"D",121,"06306","Rigiviertel",63,"063","Oberstrass",6,"6","Kreis 6",5,"5","Im Stockwerkeigentum",9,
2012,"D",125,"07101","Susenberg",71,"071","Fluntern",7,"7","Kreis 7",4,"4","Natürliche Personen",,1
2012,"D",126,"07102","Keltenstrasse",71,"071","Fluntern",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",,1
2012,"D",126,"07102","Keltenstrasse",71,"071","Fluntern",7,"7","Kreis 7",4,"4","Natürliche Personen",1,
2012,"D",126,"07102","Keltenstrasse",71,"071","Fluntern",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",6,
2012,"D",127,"07103","Toblerstrasse",71,"071","Fluntern",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",0,0
2012,"D",127,"07103","Toblerstrasse",71,"071","Fluntern",7,"7","Kreis 7",4,"4","Natürliche Personen",,3
2012,"D",127,"07103","Toblerstrasse",71,"071","Fluntern",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",11,
2012,"D",128,"07104","Hochstrasse",71,"071","Fluntern",7,"7","Kreis 7",4,"4","Natürliche Personen",,
2012,"D",130,"07106","Zoo",71,"071","Fluntern",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",,
2012,"D",132,"07201","Dolder",72,"072","Hottingen",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",,
2012,"D",133,"07202","Sonnenberg",72,"072","Hottingen",7,"7","Kreis 7",4,"4","Natürliche Personen",,1
2012,"D",135,"07204","Kantonsschule",72,"072","Hottingen",7,"7","Kreis 7",1,"1","Öffentliche Hand",13,
2012,"D",137,"07206","Carmenstrasse",72,"072","Hottingen",7,"7","Kreis 7",4,"4","Natürliche Personen",,
2012,"D",140,"07301","Degenried",73,"073","Hirslanden",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",,38
2012,"D",140,"07301","Degenried",73,"073","Hirslanden",7,"7","Kreis 7",4,"4","Natürliche Personen",1,
2012,"D",144,"07401","Buchzelgstrasse",74,"074","Witikon",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",,18
2012,"D",144,"07401","Buchzelgstrasse",74,"074","Witikon",7,"7","Kreis 7",4,"4","Natürliche Personen",,1
2012,"D",144,"07401","Buchzelgstrasse",74,"074","Witikon",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",7,
2012,"D",145,"07402","Carl Spitteler-Strasse",74,"074","Witikon",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",7,15
2012,"D",145,"07402","Carl Spitteler-Strasse",74,"074","Witikon",7,"7","Kreis 7",4,"4","Natürliche Personen",,1
2012,"D",146,"07403","Eierbrecht",74,"074","Witikon",7,"7","Kreis 7",4,"4","Natürliche Personen",8,1
2012,"D",146,"07403","Eierbrecht",74,"074","Witikon",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",3,
2012,"D",147,"07404","Loorenstrasse",74,"074","Witikon",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",0,
2012,"D",148,"07405","Glockenacker",74,"074","Witikon",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",,14
2012,"D",148,"07405","Glockenacker",74,"074","Witikon",7,"7","Kreis 7",4,"4","Natürliche Personen",0,14
2012,"D",153,"08101","Seebad Utoquai",81,"081","Seefeld",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",,2
2012,"D",155,"08103","Tiefenbrunnen",81,"081","Seefeld",8,"8","Kreis 8",4,"4","Natürliche Personen",,
2012,"D",158,"08201","Kreuzstrasse",82,"082","Mühlebach",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",,15
2012,"D",158,"08201","Kreuzstrasse",82,"082","Mühlebach",8,"8","Kreis 8",4,"4","Natürliche Personen",15,
2012,"D",158,"08201","Kreuzstrasse",82,"082","Mühlebach",8,"8","Kreis 8",5,"5","Im Stockwerkeigentum",22,
2012,"D",160,"08203","Wildbachstrasse",82,"082","Mühlebach",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",12,
2012,"D",160,"08203","Wildbachstrasse",82,"082","Mühlebach",8,"8","Kreis 8",5,"5","Im Stockwerkeigentum",18,
2012,"D",163,"08301","Neumünster",83,"083","Weinegg",8,"8","Kreis 8",4,"4","Natürliche Personen",0,
2012,"D",164,"08302","Botanischer Garten",83,"083","Weinegg",8,"8","Kreis 8",1,"1","Öffentliche Hand",0,
2012,"D",164,"08302","Botanischer Garten",83,"083","Weinegg",8,"8","Kreis 8",4,"4","Natürliche Personen",,0
2012,"D",165,"08303","Burghölzli",83,"083","Weinegg",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",,1
2012,"D",169,"09101","Brünneliacker",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",1,1
2012,"D",170,"09102","In den Rütenen",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",35,
2012,"D",170,"09102","In den Rütenen",91,"091","Albisrieden",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",5,
2012,"D",171,"09103","Bockhornstrasse",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",2,
2012,"D",172,"09104","Zollfreilager",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",150,
2012,"D",172,"09104","Zollfreilager",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",35,
2012,"D",173,"09105","In der Ey",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",13,
2012,"D",174,"09106","Mühlezelgstrasse",91,"091","Albisrieden",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2012,"D",174,"09106","Mühlezelgstrasse",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",,2
2012,"D",174,"09106","Mühlezelgstrasse",91,"091","Albisrieden",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",5,
2012,"D",176,"09108","Sackzelg",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",40,
2012,"D",176,"09108","Sackzelg",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",8,
2012,"D",177,"09109","Espenhof",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",21,
2012,"D",180,"09202","Loogarten",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",3,
2012,"D",180,"09202","Loogarten",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",18,3
2012,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",,47
2012,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,
2012,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2012,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",3,
2012,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",,1
2012,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",0,
2012,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",,7
2012,"D",185,"09207","Werdhölzli",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2012,"D",186,"09208","Hardhof",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2012,"D",186,"09208","Hardhof",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",0,
2012,"D",187,"09209","Altstetterplatz",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,
2012,"D",187,"09209","Altstetterplatz",92,"092","Altstetten",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",17,
2012,"D",191,"09213","Edelweiss",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,4
2012,"D",191,"09213","Edelweiss",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",11,
