"StichtagDatJahr","DatenstandCd","StatZoneSort","StatZoneCd","StatZoneLang","QuarSort","QuarCd","QuarLang","KreisSort","KreisCd","KreisLang","EigentuemerSSZPubl3Sort_noDM","EigentuemerSSZPubl3Cd_noDM","EigentuemerSSZPubl3Lang_noDM","GebaeudeMitWohnungSort_noDM","GebaeudeMitWohnungCd_noDM","GebaeudeMitWohnungLang_noDM","AnzGbd","AnzWhgStat","Wohnflaeche","AnzBestWir"
2010,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",1,"1","städtisch/genossenschaftlich",0,"0","Nein",42,0,0,88
2010,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",1,"1","städtisch/genossenschaftlich",1,"1","Ja",10,28,2382,31
2010,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",3,"2","andere",0,"0","Nein",133,0,0,314
2010,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",3,"2","andere",1,"1","Ja",127,597,61740,918
2010,"D",247,"12101","Hagenholz",121,"121","Saatlen",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",0,"0","Nein",68,0,0,6
2010,"D",247,"12101","Hagenholz",121,"121","Saatlen",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",1,"1","Ja",179,710,60383,1693
2010,"D",247,"12101","Hagenholz",121,"121","Saatlen",12,"12","Kreis 12",3,"2","andere",0,"0","Nein",26,0,0,2
2010,"D",247,"12101","Hagenholz",121,"121","Saatlen",12,"12","Kreis 12",3,"2","andere",1,"1","Ja",41,239,15525,452
2010,"D",248,"12102","Dreispitz",121,"121","Saatlen",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",0,"0","Nein",83,0,0,0
2010,"D",248,"12102","Dreispitz",121,"121","Saatlen",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",1,"1","Ja",469,1170,95159,2766
2010,"D",248,"12102","Dreispitz",121,"121","Saatlen",12,"12","Kreis 12",3,"2","andere",0,"0","Nein",66,0,0,10
2010,"D",248,"12102","Dreispitz",121,"121","Saatlen",12,"12","Kreis 12",3,"2","andere",1,"1","Ja",185,498,37786,927
2010,"D",249,"12103","Auzelg",121,"121","Saatlen",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",0,"0","Nein",56,0,0,0
2010,"D",249,"12103","Auzelg",121,"121","Saatlen",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",1,"1","Ja",152,206,18142,874
2010,"D",249,"12103","Auzelg",121,"121","Saatlen",12,"12","Kreis 12",3,"2","andere",0,"0","Nein",15,0,0,0
2010,"D",249,"12103","Auzelg",121,"121","Saatlen",12,"12","Kreis 12",3,"2","andere",1,"1","Ja",40,189,14660,441
2010,"D",251,"12201","Tulpenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",0,"0","Nein",25,0,0,1
2010,"D",251,"12201","Tulpenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",1,"1","Ja",60,394,26502,821
2010,"D",251,"12201","Tulpenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"2","andere",0,"0","Nein",58,0,0,6
2010,"D",251,"12201","Tulpenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"2","andere",1,"1","Ja",95,666,45313,1178
2010,"D",252,"12202","Bocklerstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",0,"0","Nein",34,0,0,4
2010,"D",252,"12202","Bocklerstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",1,"1","Ja",35,153,10931,276
2010,"D",252,"12202","Bocklerstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"2","andere",0,"0","Nein",87,0,0,26
2010,"D",252,"12202","Bocklerstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"2","andere",1,"1","Ja",128,607,45324,1038
2010,"D",253,"12203","Auhof",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",0,"0","Nein",45,0,0,18
2010,"D",253,"12203","Auhof",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",1,"1","Ja",59,438,28685,915
2010,"D",253,"12203","Auhof",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"2","andere",0,"0","Nein",78,0,0,16
2010,"D",253,"12203","Auhof",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"2","andere",1,"1","Ja",138,981,66463,1616
2010,"D",254,"12204","Schürgistrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",0,"0","Nein",13,0,0,0
2010,"D",254,"12204","Schürgistrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",1,"1","Ja",72,456,32148,903
2010,"D",254,"12204","Schürgistrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"2","andere",0,"0","Nein",61,0,0,0
2010,"D",254,"12204","Schürgistrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"2","andere",1,"1","Ja",150,958,58919,1893
2010,"D",255,"12205","Roswiesenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",0,"0","Nein",14,0,0,0
2010,"D",255,"12205","Roswiesenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",1,"1","Ja",53,361,28309,761
2010,"D",255,"12205","Roswiesenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"2","andere",0,"0","Nein",28,0,0,0
2010,"D",255,"12205","Roswiesenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"2","andere",1,"1","Ja",62,655,41926,1323
2010,"D",257,"12301","Kronwiesenstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",0,"0","Nein",11,0,0,4
2010,"D",257,"12301","Kronwiesenstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",1,"1","Ja",162,658,43308,1341
2010,"D",257,"12301","Kronwiesenstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",3,"2","andere",0,"0","Nein",8,0,0,0
2010,"D",257,"12301","Kronwiesenstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",3,"2","andere",1,"1","Ja",17,132,8345,248
2010,"D",258,"12302","Hirzenbachstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",0,"0","Nein",52,0,0,3
2010,"D",258,"12302","Hirzenbachstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",1,"1","Ja",68,578,36651,1249
2010,"D",258,"12302","Hirzenbachstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",3,"2","andere",0,"0","Nein",55,0,0,23
2010,"D",258,"12302","Hirzenbachstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",3,"2","andere",1,"1","Ja",95,1057,73806,2162
2010,"D",259,"12303","Mattenhof",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",0,"0","Nein",63,0,0,190
2010,"D",259,"12303","Mattenhof",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",1,"1","Ja",217,1007,62782,1691
2010,"D",259,"12303","Mattenhof",123,"123","Hirzenbach",12,"12","Kreis 12",3,"2","andere",0,"0","Nein",33,0,0,5
2010,"D",259,"12303","Mattenhof",123,"123","Hirzenbach",12,"12","Kreis 12",3,"2","andere",1,"1","Ja",178,1319,85116,2648
2010,"D",260,"12304","Probsteistrasse",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",0,"0","Nein",79,0,0,0
2010,"D",260,"12304","Probsteistrasse",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","städtisch/genossenschaftlich",1,"1","Ja",205,394,30683,992
2010,"D",260,"12304","Probsteistrasse",123,"123","Hirzenbach",12,"12","Kreis 12",3,"2","andere",0,"0","Nein",68,0,0,2
2010,"D",260,"12304","Probsteistrasse",123,"123","Hirzenbach",12,"12","Kreis 12",3,"2","andere",1,"1","Ja",148,459,38626,901
2011,"D",1,"01101","Zähringerstrasse",11,"011","Rathaus",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",7,0,0,0
2011,"D",1,"01101","Zähringerstrasse",11,"011","Rathaus",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",8,28,1812,43
2011,"D",1,"01101","Zähringerstrasse",11,"011","Rathaus",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",26,0,0,23
2011,"D",1,"01101","Zähringerstrasse",11,"011","Rathaus",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",78,391,22893,462
2011,"D",2,"01102","Prediger",11,"011","Rathaus",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",19,0,0,8
2011,"D",2,"01102","Prediger",11,"011","Rathaus",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",59,271,17795,407
2011,"D",2,"01102","Prediger",11,"011","Rathaus",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",38,0,0,59
2011,"D",2,"01102","Prediger",11,"011","Rathaus",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",96,389,26470,529
2011,"D",3,"01103","Grossmünster",11,"011","Rathaus",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",22,0,0,14
2011,"D",3,"01103","Grossmünster",11,"011","Rathaus",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",33,151,10719,237
2011,"D",3,"01103","Grossmünster",11,"011","Rathaus",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",79,0,0,2
2011,"D",3,"01103","Grossmünster",11,"011","Rathaus",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",106,531,36177,658
2011,"D",4,"01104","Oberdorf",11,"011","Rathaus",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",13,0,0,13
2011,"D",4,"01104","Oberdorf",11,"011","Rathaus",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",33,127,8200,166
2011,"D",4,"01104","Oberdorf",11,"011","Rathaus",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",60,0,0,51
2011,"D",4,"01104","Oberdorf",11,"011","Rathaus",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",113,365,28136,468
2011,"D",6,"01201","Central",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",12,0,0,61
2011,"D",6,"01201","Central",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",1,4,377,7
2011,"D",6,"01201","Central",12,"012","Hochschulen",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",25,0,0,73
2011,"D",6,"01201","Central",12,"012","Hochschulen",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",25,100,7374,228
2011,"D",7,"01202","ETH / Universität",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",16,0,0,0
2011,"D",7,"01202","ETH / Universität",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",7,13,1436,20
2011,"D",7,"01202","ETH / Universität",12,"012","Hochschulen",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",73,0,0,5
2011,"D",7,"01202","ETH / Universität",12,"012","Hochschulen",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",12,24,2979,23
2011,"D",8,"01203","Bellevue",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",20,0,0,0
2011,"D",8,"01203","Bellevue",12,"012","Hochschulen",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",8,30,2926,47
2011,"D",8,"01203","Bellevue",12,"012","Hochschulen",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",50,0,0,4
2011,"D",8,"01203","Bellevue",12,"012","Hochschulen",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",34,160,13475,213
2011,"D",11,"01301","Schipfe",13,"013","Lindenhof",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",26,0,0,0
2011,"D",11,"01301","Schipfe",13,"013","Lindenhof",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",29,134,8981,209
2011,"D",11,"01301","Schipfe",13,"013","Lindenhof",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",53,0,0,6
2011,"D",11,"01301","Schipfe",13,"013","Lindenhof",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",75,247,16988,266
2011,"D",12,"01302","Münsterhof",13,"013","Lindenhof",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",4,0,0,0
2011,"D",12,"01302","Münsterhof",13,"013","Lindenhof",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",3,11,603,13
2011,"D",12,"01302","Münsterhof",13,"013","Lindenhof",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",78,0,0,28
2011,"D",12,"01302","Münsterhof",13,"013","Lindenhof",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",122,373,28193,404
2011,"D",13,"01303","Stadthaus",13,"013","Lindenhof",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",12,0,0,0
2011,"D",13,"01303","Stadthaus",13,"013","Lindenhof",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",24,0,0,0
2011,"D",13,"01303","Stadthaus",13,"013","Lindenhof",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",14,21,2127,24
2011,"D",15,"01401","Bahnhofplatz",14,"014","City",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",22,0,0,0
2011,"D",15,"01401","Bahnhofplatz",14,"014","City",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",2,8,678,17
2011,"D",15,"01401","Bahnhofplatz",14,"014","City",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",71,0,0,2
2011,"D",15,"01401","Bahnhofplatz",14,"014","City",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",17,21,2054,17
2011,"D",16,"01402","Sihlporte",14,"014","City",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",23,0,0,0
2011,"D",16,"01402","Sihlporte",14,"014","City",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",3,10,831,26
2011,"D",16,"01402","Sihlporte",14,"014","City",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",97,0,0,13
2011,"D",16,"01402","Sihlporte",14,"014","City",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",33,60,5808,98
2011,"D",17,"01403","Selnaustrasse",14,"014","City",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",14,0,0,73
2011,"D",17,"01403","Selnaustrasse",14,"014","City",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",5,78,8469,206
2011,"D",17,"01403","Selnaustrasse",14,"014","City",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",20,0,0,17
2011,"D",17,"01403","Selnaustrasse",14,"014","City",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",33,175,15999,269
2011,"D",18,"01404","Paradeplatz",14,"014","City",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",0,"0","Nein",5,0,0,2
2011,"D",18,"01404","Paradeplatz",14,"014","City",1,"1","Kreis 1",1,"1","städtisch/genossenschaftlich",1,"1","Ja",1,1,95,4
2011,"D",18,"01404","Paradeplatz",14,"014","City",1,"1","Kreis 1",3,"2","andere",0,"0","Nein",55,0,0,2
2011,"D",18,"01404","Paradeplatz",14,"014","City",1,"1","Kreis 1",3,"2","andere",1,"1","Ja",16,30,2706,33
2011,"D",21,"02101","Bahnhof Wollishofen",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",13,0,0,0
2011,"D",21,"02101","Bahnhof Wollishofen",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",56,0,0,13
2011,"D",21,"02101","Bahnhof Wollishofen",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",39,257,20297,389
2011,"D",22,"02102","Bellariastrasse",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",10,0,0,0
2011,"D",22,"02102","Bellariastrasse",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",14,97,7599,209
2011,"D",22,"02102","Bellariastrasse",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",82,0,0,23
2011,"D",22,"02102","Bellariastrasse",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",236,1522,127437,2387
2011,"D",23,"02103","Muggenbühl",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",37,0,0,88
2011,"D",23,"02103","Muggenbühl",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",87,514,36104,982
2011,"D",23,"02103","Muggenbühl",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",41,0,0,0
2011,"D",23,"02103","Muggenbühl",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",92,390,30926,712
2011,"D",24,"02104","Morgental",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",7,0,0,0
2011,"D",24,"02104","Morgental",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",62,185,15987,397
2011,"D",24,"02104","Morgental",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",25,0,0,0
2011,"D",24,"02104","Morgental",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",117,523,45394,874
2011,"D",25,"02105","Manegg",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",3,0,0,0
2011,"D",25,"02105","Manegg",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",1,1,51,3
2011,"D",25,"02105","Manegg",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",62,0,0,0
2011,"D",25,"02105","Manegg",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",13,40,2683,58
2011,"D",26,"02106","Waschanstalt",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",29,0,0,2
2011,"D",26,"02106","Waschanstalt",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",9,20,2347,46
2011,"D",26,"02106","Waschanstalt",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",18,0,0,0
2011,"D",26,"02106","Waschanstalt",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",24,90,8976,137
2011,"D",27,"02107","Auf der Egg",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",28,0,0,3
2011,"D",27,"02107","Auf der Egg",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",53,224,16511,460
2011,"D",27,"02107","Auf der Egg",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",43,0,0,17
2011,"D",27,"02107","Auf der Egg",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",112,464,40558,882
2011,"D",28,"02108","Kalchbühl",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",38,0,0,48
2011,"D",28,"02108","Kalchbühl",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",165,538,36638,970
2011,"D",28,"02108","Kalchbühl",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",62,0,0,135
2011,"D",28,"02108","Kalchbühl",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",161,1138,80264,1736
2011,"D",29,"02109","Entlisberg",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",36,0,0,225
2011,"D",29,"02109","Entlisberg",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",185,1071,78432,2213
2011,"D",29,"02109","Entlisberg",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",49,0,0,0
2011,"D",29,"02109","Entlisberg",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",126,717,52892,1176
2011,"D",30,"02110","Verenastrasse",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",12,0,0,0
2011,"D",30,"02110","Verenastrasse",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",47,136,9380,268
2011,"D",30,"02110","Verenastrasse",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",47,0,0,0
2011,"D",30,"02110","Verenastrasse",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",182,445,40763,804
2011,"D",31,"02111","Seeblickstrasse",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",13,0,0,0
2011,"D",31,"02111","Seeblickstrasse",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",5,18,1460,45
2011,"D",31,"02111","Seeblickstrasse",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",56,0,0,0
2011,"D",31,"02111","Seeblickstrasse",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",112,407,39577,753
2011,"D",32,"02112","See Süd-West",21,"021","Wollishofen",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",5,0,0,0
2011,"D",34,"02301","Höckler",23,"023","Leimbach",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",55,0,0,9
2011,"D",34,"02301","Höckler",23,"023","Leimbach",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",138,363,30687,1024
2011,"D",34,"02301","Höckler",23,"023","Leimbach",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",58,0,0,0
2011,"D",34,"02301","Höckler",23,"023","Leimbach",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",113,295,26588,563
2011,"D",35,"02302","Marbachweg",23,"023","Leimbach",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",29,0,0,0
2011,"D",35,"02302","Marbachweg",23,"023","Leimbach",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",184,373,28467,895
2011,"D",35,"02302","Marbachweg",23,"023","Leimbach",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",53,0,0,0
2011,"D",35,"02302","Marbachweg",23,"023","Leimbach",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",110,303,22072,564
2011,"D",36,"02303","Sihlweidstrasse",23,"023","Leimbach",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",28,0,0,1
2011,"D",36,"02303","Sihlweidstrasse",23,"023","Leimbach",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",27,464,36757,892
2011,"D",36,"02303","Sihlweidstrasse",23,"023","Leimbach",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",48,0,0,0
2011,"D",36,"02303","Sihlweidstrasse",23,"023","Leimbach",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",107,655,60864,1392
2011,"D",38,"02401","Parkring",24,"024","Enge",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",23,0,0,16
2011,"D",38,"02401","Parkring",24,"024","Enge",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",2,4,514,16
2011,"D",38,"02401","Parkring",24,"024","Enge",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",89,0,0,0
2011,"D",38,"02401","Parkring",24,"024","Enge",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",98,665,58341,1056
2011,"D",39,"02402","Kongresshaus",24,"024","Enge",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",10,0,0,32
2011,"D",39,"02402","Kongresshaus",24,"024","Enge",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",5,7,780,11
2011,"D",39,"02402","Kongresshaus",24,"024","Enge",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",89,0,0,33
2011,"D",39,"02402","Kongresshaus",24,"024","Enge",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",101,518,53005,699
2011,"D",40,"02403","Belvoir-Park",24,"024","Enge",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",46,0,0,0
2011,"D",40,"02403","Belvoir-Park",24,"024","Enge",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",6,8,779,15
2011,"D",40,"02403","Belvoir-Park",24,"024","Enge",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",65,0,0,2
2011,"D",40,"02403","Belvoir-Park",24,"024","Enge",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",114,647,61444,1065
2011,"D",41,"02404","Museum Rietberg",24,"024","Enge",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",26,0,0,0
2011,"D",41,"02404","Museum Rietberg",24,"024","Enge",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",18,97,7732,229
2011,"D",41,"02404","Museum Rietberg",24,"024","Enge",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",126,0,0,40
2011,"D",41,"02404","Museum Rietberg",24,"024","Enge",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",313,1488,140714,2767
2011,"D",42,"02405","Rieterplatz",24,"024","Enge",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",14,0,0,19
2011,"D",42,"02405","Rieterplatz",24,"024","Enge",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",1,"1","Ja",28,199,15067,426
2011,"D",42,"02405","Rieterplatz",24,"024","Enge",2,"2","Kreis 2",3,"2","andere",0,"0","Nein",44,0,0,22
2011,"D",42,"02405","Rieterplatz",24,"024","Enge",2,"2","Kreis 2",3,"2","andere",1,"1","Ja",173,1240,89787,1937
2011,"D",43,"02406","Gartenstrasse",24,"024","Enge",2,"2","Kreis 2",1,"1","städtisch/genossenschaftlich",0,"0","Nein",5,0,0,0
